28	34																										
0	0	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	0	0	0	0
0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	W	0	0	0	0
0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	W	0	0	0	0
0	0	W	0	0	0	0	0	0	0	0	0	0	0	W	W	W	W	W	W	W	0	0	W	0	0	0	0
0	0	W	0	0	W	W	W	W	W	W	W	W	C	W	0	0	0	0	0	W	0	0	W	0	0	0	0
0	0	W	0	0	W	0	0	0	0	0	0	W	0	W	0	0	0	0	0	W	0	0	W	0	0	0	0
0	0	W	0	0	W	0	0	0	0	0	0	W	0	W	0	0	0	0	0	W	0	0	W	0	0	0	0
0	0	W	0	0	W	0	0	0	0	0	0	W	0	W	0	0	0	0	0	W	0	0	W	0	0	0	0
0	0	W	b	0	W	0	0	0	0	0	0	W	0	W	0	0	0	0	0	W	0	0	W	0	0	0	0
0	0	W	W	W	W	0	0	0	0	0	0	W	0	W	0	0	0	0	0	W	W	W	W	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	W	0	W	0	0	W	W	W	W	W	W	W	W	W	W	W
0	0	0	0	0	0	0	0	0	0	0	0	W	0	W	0	0	W	0	0	0	0	0	0	0	0	0	W
0	0	0	0	0	W	W	W	W	W	0	0	W	0	W	0	0	W	0	W	W	W	0	0	0	0	0	W
0	0	0	0	0	W	0	0	0	W	W	W	W	0	W	W	W	W	0	W	0	W	0	0	0	0	0	W
0	0	0	0	0	W	0	a	0	0	0	0	0	0	0	0	0	B	0	W	0	W	0	0	0	0	0	W
0	0	0	0	0	W	0	0	0	W	W	W	W	0	W	W	W	W	W	W	0	W	0	0	0	0	0	W
0	0	0	0	0	W	W	W	W	W	0	0	W	0	W	0	0	0	0	0	0	W	0	0	0	0	0	W
0	0	0	0	0	0	0	0	0	0	0	0	W	0	W	0	0	0	0	0	0	W	0	0	0	0	0	W
0	0	0	0	0	0	0	0	0	0	0	0	W	0	W	0	0	0	0	0	0	W	0	0	0	0	0	W
0	0	0	0	0	0	0	0	0	0	0	0	W	0	W	W	W	W	W	0	0	W	0	0	0	0	0	W
W	W	W	W	W	W	W	0	0	0	0	0	W	0	W	0	0	0	W	W	W	W	0	0	0	0	0	W
W	0	0	0	0	0	W	0	0	0	0	0	W	0	W	0	G	0	0	0	0	E	0	0	0	0	0	W
W	0	0	0	0	0	W	W	W	W	W	W	W	0	W	0	0	0	W	W	W	W	0	0	0	0	0	W
W	0	0	S	0	0	0	0	0	0	0	0	0	0	W	W	W	W	W	0	0	W	0	0	0	0	0	W
W	0	0	0	0	0	W	W	W	W	W	W	W	0	W	0	0	0	0	0	0	W	0	0	0	0	0	W
W	0	0	0	0	0	W	0	0	0	0	0	W	0	W	0	0	0	0	0	0	W	0	0	0	0	d	W
W	W	W	D	W	W	W	0	0	0	0	0	W	0	W	0	0	0	0	0	0	W	W	W	W	W	W	W
0	0	W	0	W	0	0	0	0	0	0	0	W	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	W	0	W	0	0	0	0	0	0	0	W	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	W	e	W	0	0	0	0	0	0	W	W	A	W	W	0	0	0	0	0	0	0	0	0	0	0	0
0	0	W	W	W	0	0	0	0	0	0	W	0	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	W	0	c	0	W	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	W	0	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	W	W	W	W	W	0	0	0	0	0	0	0	0	0	0	0	0
